"Keyword","Monthly Volume","Adwords CPC","Adwords Comp","Volume Jan","Volume Feb","Volume Mar","Volume Apr","Volume May","Volume Jun","Volume Jul","Volume Aug","Volume Sep","Volume Oct","Volume Nov","Volume Dec"
"news around the globe","888","$80.00","88.00","2","5","11","3","3","7","6","8","2","6","5","9"
"news around the us","888","$80.00","88.00","8","4","11","4","3","10","5","3","3","2","4","5"
"news astra space","888","$80.00","88.00","11","5","2","6","6","7","2","10","11","4","8","10"
"news asia","888","$80.00","88.00","2","9","9","6","5","7","7","1","2","9","6","5"
"news asteroid","888","$80.00","88.00","2","1","8","6","1","10","8","8","1","6","5","7"
"news astxagushak","888","$80.00","88.00","7","8","6","7","1","10","2","3","4","9","10","9"
"news asteroid 2022","888","$80.00","88.00","7","4","2","4","7","11","11","9","5","7","10","7"
"news astronomy","888","$80.00","88.00","1","10","7","1","9","9","4","7","11","6","6","7"
"news as a form of knowledge","888","$80.00","88.00","8","5","9","6","5","5","9","5","2","9","6","6"
"news astana","888","$80.00","88.00","8","5","7","9","10","4","10","10","10","9","2","2"
"news at 11","888","$80.00","88.00","7","11","3","6","7","6","11","2","7","2","2","8"
"news athens","888","$80.00","88.00","2","8","10","2","3","7","5","2","1","2","10","8"
"news athy","888","$80.00","88.00","11","10","7","1","11","1","6","11","3","6","9","6"
"news at ten","888","$80.00","88.00","9","10","10","8","10","11","9","6","7","4","3","4"
"news at 10","888","$80.00","88.00","1","1","6","7","8","1","8","10","2","4","4","4"
"news at 11 meme","888","$80.00","88.00","6","4","6","8","4","11","4","4","4","3","9","7"
"news before news tt","888","$80.00","88.00","3","2","4","9","1","11","9","2","9","2","5","3"
"news before news deming nm","888","$80.00","88.00","2","10","8","8","5","3","3","10","5","4","9","10"
"news before market opens","888","$80.00","88.00","4","9","8","8","1","4","4","2","3","9","10","11"
"news before covid","888","$80.00","88.00","10","2","10","6","10","2","2","9","1","6","6","11"
"news before news tt today","888","$80.00","88.00","6","6","11","8","5","9","7","4","8","4","7","1"
"news before news instagram","888","$80.00","88.00","1","7","5","6","8","7","11","1","7","4","4","5"
"news before news in deming new mexico","888","$80.00","88.00","4","5","9","9","5","3","6","3","6","5","8","1"
"news before the internet","888","$80.00","88.00","1","9","4","5","2","3","5","6","4","3","3","2"
"news best buy","888","$80.00","88.00","7","7","10","3","9","4","3","6","8","2","2","11"
"news best app","888","$80.00","88.00","3","1","2","10","7","8","10","10","11","8","2","5"
"news best website","888","$80.00","88.00","9","8","3","7","9","6","10","9","1","11","5","3"
"news best sites","888","$80.00","88.00","2","11","6","8","5","2","9","9","8","6","1","7"
"news best source","888","$80.00","88.00","11","4","4","6","2","1","9","3","6","10","2","9"
"news best stocks","888","$80.00","88.00","8","11","11","4","10","3","2","8","3","11","3","11"
"news best wordpress theme","888","$80.00","88.00","7","1","1","10","8","5","9","3","1","1","1","10"
"best news podcasts","888","$80.00","88.00","4","2","9","4","3","1","7","10","4","8","4","9"
"news buy to let","888","$80.00","88.00","10","10","8","6","5","6","10","11","7","6","7","10"
"news buy now pay later","888","$80.00","88.00","6","5","10","6","5","11","11","7","4","5","6","10"
"news buy back shares","888","$80.00","88.00","11","4","4","3","9","8","4","9","11","3","6","1"
"news buys rutherglen","888","$80.00","88.00","3","1","9","10","9","9","7","2","5","7","11","9"
"news buying house","888","$80.00","88.00","8","1","6","3","8","11","9","4","7","11","8","1"
"news buy american","888","$80.00","88.00","1","9","7","5","4","8","7","9","4","7","9","1"
"buyback news","888","$80.00","88.00","2","11","9","9","7","8","10","5","8","10","6","11"
"buy news sell rumor","888","$80.00","88.00","2","9","4","6","1","8","9","4","9","1","7","10"
"news by levels","888","$80.00","88.00","1","9","1","10","10","3","6","10","5","1","3","5"
"news by info","888","$80.00","88.00","2","5","6","4","5","8","8","4","4","5","7","11"
"news by country","888","$80.00","88.00","2","8","8","11","7","4","9","7","4","8","8","6"
"news by date","888","$80.00","88.00","1","10","7","1","3","1","2","5","11","4","5","11"
"news byte","888","$80.00","88.00","3","5","8","11","4","10","9","6","1","5","6","11"
"news by keyword","888","$80.00","88.00","6","4","4","9","2","10","7","11","3","8","6","5"
"news byte meaning","888","$80.00","88.00","3","11","8","1","8","3","4","4","5","7","9","10"
"news by apple","888","$80.00","88.00","7","9","2","5","5","2","1","1","2","11","6","10"
"news cancun","888","$80.00","88.00","5","11","3","4","1","6","9","10","5","4","11","1"
"news canada online","888","$80.00","88.00","8","6","11","9","7","10","7","2","3","2","2","5"
"news canada ukraine","888","$80.00","88.00","1","6","10","8","3","9","10","11","11","4","3","4"
"news canada russia","888","$80.00","88.00","8","4","7","8","9","8","11","1","9","3","9","11"
"news canada protest","888","$80.00","88.00","10","7","9","8","10","8","11","2","8","4","1","1"
"news canada live","888","$80.00","88.00","10","2","11","9","5","9","6","10","1","5","3","4"
"news canal","888","$80.00","88.00","10","5","6","10","7","7","10","2","2","8","5","7"
"news cheap flights","888","$80.00","88.00","4","1","3","9","1","2","3","9","1","7","1","3"
"news cheap food","888","$80.00","88.00","10","9","2","2","9","6","8","6","6","7","6","1"
"cheapest news streaming service","888","$80.00","88.00","1","9","7","3","3","8","1","2","5","6","3","5"
"cheapest news subscription","888","$80.00","88.00","2","11","9","2","5","1","7","8","4","9","11","11"
"cheap news api","888","$80.00","88.00","6","9","11","10","6","8","1","11","5","3","8","2"
"cheap news cars","888","$80.00","88.00","5","1","7","11","7","11","2","4","9","11","11","5"
"news didi global","888","$80.00","88.00","2","6","11","4","2","1","11","7","1","1","2","8"
"news didi","888","$80.00","88.00","4","11","8","3","1","11","5","1","7","3","5","8"
"news didim","888","$80.00","88.00","8","9","7","9","6","10","11","3","1","1","9","7"
"news diddy","888","$80.00","88.00","1","6","4","10","2","4","10","11","6","4","11","10"
"news diden","888","$80.00","88.00","8","10","9","9","3","7","4","5","2","7","5","11"
"news didattica fisica sapienza","888","$80.00","88.00","1","3","11","2","1","4","5","10","7","2","11","3"
"news didcot","888","$80.00","88.00","3","6","2","11","9","1","8","5","2","4","11","3"
"news didattica a distanza","888","$80.00","88.00","9","7","4","4","8","2","7","6","1","6","4","1"
"news donbass","888","$80.00","88.00","1","4","10","10","3","5","5","7","11","3","3","9"
"news donetsk","888","$80.00","88.00","5","10","6","3","3","1","8","2","5","11","5","5"
"news dota 2","888","$80.00","88.00","9","10","3","2","10","9","11","8","3","10","9","7"
"news dollar","888","$80.00","88.00","10","3","2","6","5","7","8","9","1","9","11","11"
"news dont or doesnt","888","$80.00","88.00","10","10","10","1","7","7","2","4","7","7","3","3"
"news donetsk ukraine","888","$80.00","88.00","11","5","9","11","1","11","7","6","9","10","4","3"
"news does or do","888","$80.00","88.00","5","8","2","1","5","1","3","5","8","6","6","4"
"news doxa","888","$80.00","88.00","1","3","4","1","7","6","11","9","8","9","1","11"
"news doesnt or dont","888","$80.00","88.00","3","7","6","9","9","7","3","9","10","4","11","7"
"news does balthasar bring romeo","888","$80.00","88.00","10","9","1","8","1","3","6","9","7","4","11","8"
"news does horatio bring hamlet","888","$80.00","88.00","2","7","1","8","8","5","4","8","4","4","4","8"
"news does what","888","$80.00","88.00","5","5","3","3","10","11","9","6","11","6","7","4"
"does news stand for anything","888","$80.00","88.00","5","8","7","7","4","5","8","3","11","2","10","2"
"does news stand for","888","$80.00","88.00","6","8","10","8","4","3","10","5","7","9","2","5"
"does news mean","888","$80.00","88.00","1","2","7","9","3","10","7","4","5","9","6","10"
"news during martial law","888","$80.00","88.00","9","3","2","1","4","1","8","11","3","3","10","7"
"news during ww2","888","$80.00","88.00","5","3","3","7","4","7","1","7","7","10","3","10"
"news during ww1","888","$80.00","88.00","4","2","6","3","3","7","2","7","5","3","7","9"
"news during 911","888","$80.00","88.00","6","11","11","11","7","7","2","5","9","8","3","10"
"news during spring break","888","$80.00","88.00","7","7","10","5","3","2","4","2","8","9","10","8"
"news during the weekend","888","$80.00","88.00","5","5","6","4","1","10","2","10","5","5","9","4"
"news during the vietnam war","888","$80.00","88.00","6","10","8","7","1","6","11","2","5","1","5","1"
"news during the great depression","888","$80.00","88.00","9","9","10","5","9","3","1","6","4","8","5","9"
"news fast.com","888","$80.00","88.00","11","4","10","9","8","5","8","1","7","9","7","2"
"news fastly","888","$80.00","88.00","3","11","6","7","5","8","5","3","10","4","8","7"
"news fast today","888","$80.00","88.00","4","1","1","2","5","11","6","11","8","10","1","3"
"news fast and furious","888","$80.00","88.00","9","10","2","3","3","1","1","10","5","7","8","1"
"news fast food","888","$80.00","88.00","10","2","1","3","6","5","6","1","9","11","2","6"
"news fast and furious 9","888","$80.00","88.00","5","1","10","7","4","2","6","6","6","9","7","8"
"news fast fashion","888","$80.00","88.00","3","11","5","7","6","4","11","4","8","1","7","7"
"news fastned","888","$80.00","88.00","11","9","1","1","4","2","11","9","7","3","2","7"
"news for english learners","888","$80.00","88.00","4","7","4","7","2","3","9","9","10","2","10","6"
"news for today","888","$80.00","88.00","2","11","3","6","6","1","10","7","1","5","2","5"
"news fortnite","888","$80.00","88.00","4","7","3","8","6","9","7","8","1","10","10","2"
"news for ladies","888","$80.00","88.00","3","3","1","9","2","9","10","11","2","6","4","1"
"news for students","888","$80.00","88.00","6","2","7","9","3","3","6","9","4","3","9","2"
"news for fizzle","888","$80.00","88.00","11","6","5","10","7","7","11","9","3","10","8","3"
"news from russia","888","$80.00","88.00","8","1","7","8","7","3","1","1","2","5","1","5"
"news from ukraine today","888","$80.00","88.00","10","11","11","6","6","11","5","8","11","2","3","6"
"news from the front","888","$80.00","88.00","5","11","8","6","2","6","8","6","7","5","11","1"
"news from oribos","888","$80.00","88.00","1","8","11","2","7","3","1","4","9","11","10","7"
"news from russia and ukraine","888","$80.00","88.00","10","5","10","4","8","10","4","1","7","6","1","3"
"news from usa","888","$80.00","88.00","6","3","10","2","4","10","8","8","5","4","7","10"
"news from china","888","$80.00","88.00","1","5","3","11","2","1","1","10","6","1","4","9"
"news how to use it","888","$80.00","88.00","2","11","9","10","6","7","11","1","2","7","7","4"
"news how to pronounce","888","$80.00","88.00","6","10","6","2","11","1","3","3","2","4","10","5"
"news howard stern","888","$80.00","88.00","9","5","8","1","3","8","2","5","2","10","10","4"
"news how to write","888","$80.00","88.00","4","4","1","9","6","7","1","11","8","2","10","5"
"news how much super","888","$80.00","88.00","6","2","11","3","7","8","3","1","7","5","5","6"
"news how to anchor","888","$80.00","88.00","9","2","7","10","2","2","10","6","11","9","3","1"
"how news works","888","$80.00","88.00","6","1","9","11","11","1","7","6","1","2","3","7"
"how news is important","888","$80.00","88.00","7","5","1","11","8","9","3","1","1","8","2","2"
"news india","888","$80.00","88.00","9","9","6","6","6","10","2","5","5","8","9","5"
"news in russian","888","$80.00","88.00","6","7","3","10","8","9","3","7","3","11","2","7"
"news in russia","888","$80.00","88.00","1","6","1","2","7","3","8","11","2","1","10","4"
"news in america","888","$80.00","88.00","10","1","4","8","4","8","11","8","8","6","2","11"
"news intro","888","$80.00","88.00","1","11","2","9","7","2","4","9","8","10","3","1"
"news intro maker","888","$80.00","88.00","11","7","11","9","4","4","11","2","8","2","2","2"
"news intro music","888","$80.00","88.00","7","11","3","2","6","8","10","1","9","8","11","1"
"news intro template free","888","$80.00","88.00","11","8","11","2","11","8","5","6","8","10","11","3"
"news intro download free","888","$80.00","88.00","11","8","7","10","10","8","4","10","1","9","6","4"
"news intro free","888","$80.00","88.00","11","7","2","5","4","5","6","6","8","5","8","11"
"news intro video","888","$80.00","88.00","7","11","5","9","5","2","2","6","8","4","10","9"
"news intro templates","888","$80.00","88.00","2","1","6","9","5","4","9","10","8","2","3","3"
"news israel","888","$80.00","88.00","4","2","7","1","5","2","10","10","8","3","3","3"
"news istanbul","888","$80.00","88.00","8","10","9","2","7","9","5","10","6","2","9","11"
"news israelinfo","888","$80.00","88.00","7","8","5","8","1","11","2","7","8","10","4","8"
"news is very interesting in this journal","888","$80.00","88.00","5","4","6","2","6","7","3","9","3","3","9","10"
"news like vice","888","$80.00","88.00","11","11","1","3","1","5","4","3","10","5","8","8"
"news like the onion","888","$80.00","88.00","7","2","5","4","5","1","5","4","4","1","9","8"
"news like new york times","888","$80.00","88.00","11","5","4","11","7","9","3","4","8","11","10","6"
"news like cnn","888","$80.00","88.00","3","4","10","10","6","2","3","11","7","4","6","11"
"news like daily mail","888","$80.00","88.00","7","6","9","11","4","7","9","2","11","1","3","10"
"news like al jazeera","888","$80.00","88.00","7","5","6","8","11","10","6","8","4","7","11","4"
"news like democracy now","888","$80.00","88.00","6","7","8","8","8","3","7","10","11","9","7","3"
"news like the guardian","888","$80.00","88.00","11","2","1","4","6","5","8","8","9","8","8","9"
"news near me","888","$80.00","88.00","1","3","11","11","4","8","8","9","1","11","11","7"
"news near me now","888","$80.00","88.00","1","2","1","1","2","3","6","11","7","6","11","8"
"news near me live","888","$80.00","88.00","8","2","4","5","10","3","5","10","7","5","11","11"
"news near me fire","888","$80.00","88.00","5","8","1","8","11","4","11","6","4","10","7","10"
"news near me traffic","888","$80.00","88.00","4","4","8","3","11","2","5","5","6","10","9","2"
"news near me weather","888","$80.00","88.00","2","11","1","2","9","7","10","3","7","10","4","5"
"news near me police","888","$80.00","88.00","9","2","3","3","1","10","2","11","9","8","1","8"
"news near me local","888","$80.00","88.00","8","9","11","4","10","1","1","9","2","8","1","3"
"news of the week","888","$80.00","88.00","9","6","6","5","10","6","4","8","1","7","9","2"
"news of america","888","$80.00","88.00","2","6","1","2","6","7","8","5","8","6","5","10"
"news of ukraine and russia","888","$80.00","88.00","5","2","4","1","2","5","1","11","7","4","1","3"
"news of canada","888","$80.00","88.00","9","11","3","6","9","2","3","6","2","6","8","7"
"news on russia","888","$80.00","88.00","8","10","5","7","9","5","11","6","1","10","7","4"
"news on russia and ukraine","888","$80.00","88.00","2","11","3","2","6","6","4","1","5","11","4","1"
"news on tv","888","$80.00","88.00","4","9","1","1","8","9","9","7","4","11","11","10"
"news online ua","888","$80.00","88.00","9","2","3","9","4","1","6","9","11","1","6","10"
"news on the web corpus","888","$80.00","88.00","2","1","8","7","8","8","7","3","10","6","2","1"
"news orbita","888","$80.00","88.00","4","4","8","3","7","5","11","10","6","6","1","8"
"news orf","888","$80.00","88.00","11","9","11","11","3","2","6","11","7","8","6","5"
"news or something","888","$80.00","88.00","5","3","11","7","4","8","6","2","7","8","5","6"
"news org","888","$80.00","88.00","3","10","10","3","4","8","7","6","1","7","2","11"
"news oracle","888","$80.00","88.00","6","4","5","8","6","7","8","3","4","2","9","9"
"news or new","888","$80.00","88.00","2","2","9","3","11","6","10","3","10","8","1","4"
"news outdoor","888","$80.00","88.00","8","6","11","1","11","11","3","4","8","10","10","3"
"news outlet meaning","888","$80.00","88.00","7","4","8","10","7","7","1","3","8","7","6","6"
"news outdoor russia","888","$80.00","88.00","5","3","8","10","11","10","11","11","8","6","11","11"
"news outro","888","$80.00","88.00","6","11","4","8","11","1","2","4","3","1","2","3"
"news outlet emails","888","$80.00","88.00","9","9","2","10","2","9","10","11","10","11","7","11"
"news outlets in mexico","888","$80.00","88.00","3","3","8","6","10","4","5","8","3","11","8","3"
"news outlet list","888","$80.00","88.00","8","2","9","1","7","10","2","2","10","7","10","1"
"news overlay","888","$80.00","88.00","8","8","6","8","5","10","3","3","10","8","2","6"
"news over audio","888","$80.00","88.00","7","6","9","7","11","2","10","7","5","11","1","8"
"news over ukraine","888","$80.00","88.00","4","7","8","2","7","6","1","4","7","3","3","7"
"news overlay for obs","888","$80.00","88.00","8","2","7","8","4","1","11","10","8","8","4","1"
"news over russia","888","$80.00","88.00","6","6","2","9","9","2","5","8","3","6","4","8"
"news overwatch 2","888","$80.00","88.00","9","2","10","4","6","1","5","6","5","9","11","3"
"news over the world today","888","$80.00","88.00","3","7","7","4","2","2","11","6","9","3","2","11"
"news overland park ks","888","$80.00","88.00","9","3","11","6","2","2","10","8","9","6","7","5"
"news prices rising","888","$80.00","88.00","1","2","9","2","5","7","10","2","10","8","2","4"
"news price of gold","888","$80.00","88.00","4","7","2","8","5","8","1","11","6","2","11","5"
"prince harry news","888","$80.00","88.00","6","9","3","7","3","6","10","11","5","9","6","3"
"news price of oil","888","$80.00","88.00","11","11","2","9","10","2","5","9","10","2","11","7"
"news price of lumber","888","$80.00","88.00","6","10","5","9","5","1","5","11","5","9","2","7"
"news price floor","888","$80.00","88.00","10","3","6","10","8","9","1","9","1","3","8","2"
"news price steel","888","$80.00","88.00","3","7","8","9","1","7","11","3","3","8","9","4"
"news price utah","888","$80.00","88.00","5","1","10","5","10","9","10","4","11","2","6","6"
"news review bbc learning english","888","$80.00","88.00","4","9","3","1","4","1","2","10","10","6","7","4"
"news review podcast","888","$80.00","88.00","5","6","2","4","9","3","3","1","8","1","8","4"
"news review example","888","$80.00","88.00","1","6","3","3","3","3","1","5","10","3","2","8"
"news review greenbelt","888","$80.00","88.00","11","8","10","1","2","4","11","2","2","8","4","1"
"news review petoskey","888","$80.00","88.00","1","1","7","9","2","7","10","5","5","4","10","7"
"news review 2020","888","$80.00","88.00","7","2","3","1","8","4","2","7","7","7","3","3"
"news review bbc learning english youtube","888","$80.00","88.00","2","7","5","11","11","5","11","3","2","1","2","6"
"news review sample","888","$80.00","88.00","11","10","9","7","7","2","7","7","9","8","8","1"
"news should be","888","$80.00","88.00","6","6","4","7","10","1","4","4","4","7","8","11"
"news should be free","888","$80.00","88.00","5","1","2","6","6","8","7","3","2","4","1","2"
"news should be unbiased","888","$80.00","88.00","9","4","10","2","8","9","4","3","4","3","11","2"
"news should always be written using","888","$80.00","88.00","11","10","4","10","5","7","9","1","2","9","11","9"
"news should be objective","888","$80.00","88.00","10","11","2","10","4","6","1","2","5","2","11","5"
"news should be accurate","888","$80.00","88.00","10","11","4","6","11","9","5","1","2","5","5","6"
"news should be free reddit","888","$80.00","88.00","2","4","8","5","7","5","8","4","11","2","2","8"
"news should be balanced","888","$80.00","88.00","2","8","5","11","2","4","6","11","2","8","1","9"
"news through social media","888","$80.00","88.00","11","3","1","10","2","1","9","10","4","2","2","8"
"news through whatsapp","888","$80.00","88.00","8","7","1","8","3","5","11","5","5","11","1","9"
"news through memes","888","$80.00","88.00","2","3","9","8","2","2","11","9","5","5","6","10"
"news throughout the world","888","$80.00","88.00","6","4","9","1","11","1","9","8","9","5","4","11"
"news throughout the week","888","$80.00","88.00","3","11","3","9","3","1","1","4","1","9","10","1"
"news throughout 2021","888","$80.00","88.00","1","10","6","2","9","11","4","5","9","4","8","11"
"news through the grapevine","888","$80.00","88.00","6","4","9","4","10","8","10","4","10","8","3","8"
"news through internet","888","$80.00","88.00","11","5","2","6","10","11","5","2","10","7","1","5"
"news today pl","888","$80.00","88.00","8","3","6","7","6","11","2","11","9","11","11","9"
"news today russia","888","$80.00","88.00","2","7","8","3","8","3","4","5","1","5","1","3"
"news today usa","888","$80.00","88.00","3","3","9","3","4","10","1","8","11","5","6","11"
"news today ukraine","888","$80.00","88.00","3","1","8","3","9","6","11","5","11","7","8","8"
"news tom and ben","888","$80.00","88.00","9","9","1","6","11","8","11","10","8","8","8","5"
"news topic","888","$80.00","88.00","2","2","5","7","2","2","5","6","6","1","7","10"
"news topic in english","888","$80.00","88.00","3","6","7","2","4","7","11","6","6","11","1","11"
"news topic classification","888","$80.00","88.00","8","2","5","8","9","8","11","7","3","8","9","9"
"news topics for discussion","888","$80.00","88.00","9","4","7","1","9","6","4","11","1","2","7","8"
"news topic modeling","888","$80.00","88.00","2","8","5","10","6","4","5","5","10","4","5","10"
"news topic generator","888","$80.00","88.00","8","6","3","5","1","4","3","4","5","9","11","8"
"news topics list","888","$80.00","88.00","4","11","9","4","6","10","4","10","9","7","9","11"
"news topic example","888","$80.00","88.00","1","9","5","2","10","8","4","4","7","9","9","11"
"news underskterska","888","$80.00","88.00","3","4","4","6","3","5","2","2","3","5","9","2"
"news under armour","888","$80.00","88.00","11","2","11","4","1","4","3","9","5","6","8","5"
"news under the radar","888","$80.00","88.00","1","5","1","3","10","7","6","7","5","5","11","1"
"news under creative commons license","888","$80.00","88.00","7","3","4","9","7","2","3","1","6","1","4","11"
"news under embargo","888","$80.00","88.00","1","6","8","5","2","6","8","8","3","11","11","7"
"news underground","888","$80.00","88.00","3","11","5","8","1","2","4","5","5","9","5","9"
"news underworld","888","$80.00","88.00","1","6","4","2","1","8","7","10","11","5","1","3"
"news underwear","888","$80.00","88.00","7","10","5","6","10","7","1","10","6","5","1","10"
"news versus opinion","888","$80.00","88.00","9","1","4","8","6","7","4","1","2","2","5","2"
"news versus information","888","$80.00","88.00","10","1","7","5","2","7","2","9","5","11","9","4"
"news and documentary","888","$80.00","88.00","3","5","10","5","9","3","4","6","5","10","3","8"
"news versus systems","888","$80.00","88.00","1","9","7","6","9","4","5","9","10","2","5","10"
"mews vs news","888","$80.00","88.00","11","2","4","2","1","6","11","9","11","4","10","11"
"news and news2","888","$80.00","88.00","11","9","2","4","7","10","11","10","11","7","8","3"
"news versus reality","888","$80.00","88.00","7","1","9","2","8","4","11","9","11","11","6","7"
"news versus current affairs","888","$80.00","88.00","2","1","11","8","9","6","10","5","11","9","3","9"
"news vsplanet","888","$80.00","88.00","11","11","11","7","4","2","6","9","9","7","6","2"
"news vs the news","888","$80.00","88.00","3","3","3","8","7","1","10","2","11","6","3","10"
"news vs news 2 score","888","$80.00","88.00","7","9","5","3","7","3","7","7","8","4","2","11"
"news vs opinion examples","888","$80.00","88.00","8","2","9","9","8","7","3","3","4","2","2","5"
"news vs information","888","$80.00","88.00","1","6","9","6","5","10","9","11","1","6","6","7"
"news vs mews","888","$80.00","88.00","5","8","5","3","5","4","3","5","3","1","8","2"
"news vs editorial","888","$80.00","88.00","6","7","1","5","10","7","11","6","7","5","2","2"
"news vs media","888","$80.00","88.00","2","2","6","8","1","5","6","3","6","1","5","2"
"news washington post","888","$80.00","88.00","10","2","10","9","6","10","7","7","8","8","5","3"
"news was were","888","$80.00","88.00","4","6","7","1","11","1","9","8","10","7","4","8"
"news washington covid","888","$80.00","88.00","8","9","7","6","1","8","6","2","1","7","4","4"
"news washington today","888","$80.00","88.00","4","4","5","10","2","5","11","11","9","4","11","2"
"news washington dc","888","$80.00","88.00","10","1","6","6","11","8","8","6","1","4","11","11"
"news washington state","888","$80.00","88.00","6","5","10","9","4","7","10","10","5","7","6","2"
"news whatsapp","888","$80.00","88.00","2","8","5","7","7","1","6","1","7","1","6","1"
"news what is","888","$80.00","88.00","2","11","9","10","6","1","9","3","7","3","6","9"
"news what is happening in ukraine","888","$80.00","88.00","7","3","11","10","6","1","7","9","4","2","10","9"
"news what does it mean","888","$80.00","88.00","4","10","3","7","8","4","8","10","10","10","7","2"
"news what happened in ukraine","888","$80.00","88.00","5","7","5","2","7","3","7","11","3","5","5","11"
"news what does it stand for","888","$80.00","88.00","9","2","8","8","2","9","2","6","9","4","4","2"
"news whatsapp today","888","$80.00","88.00","3","4","2","5","10","9","7","3","9","6","8","9"
"news what day is it","888","$80.00","88.00","1","3","7","9","3","7","5","11","11","4","11","4"
"news when i was born","888","$80.00","88.00","2","1","1","10","5","3","8","11","10","6","5","6"
"news when will school reopen","888","$80.00","88.00","6","1","2","5","3","9","5","6","5","2","4","10"
"news when school open","888","$80.00","88.00","10","3","5","1","2","11","2","8","11","9","11","9"
"when news of the world on netflix","888","$80.00","88.00","10","8","5","9","3","7","7","4","5","5","4","2"
"when news.co.nz","888","$80.00","88.00","1","10","9","2","3","1","8","7","6","3","11","2"
"when news of the world streaming","888","$80.00","88.00","10","11","1","3","3","9","2","5","6","3","9","4"
"when news broke","888","$80.00","88.00","4","9","11","7","7","11","8","2","6","11","8","11"
"when news hound","888","$80.00","88.00","1","7","5","4","6","9","6","6","8","6","11","10"
"news where i am","888","$80.00","88.00","1","1","6","1","9","7","4","6","4","6","3","7"
"news where you live","888","$80.00","88.00","7","10","9","7","8","1","11","11","9","5","1","2"
"news where is putin","888","$80.00","88.00","10","6","3","4","11","2","7","10","10","9","6","10"
"news where you are","888","$80.00","88.00","10","8","10","10","9","11","10","10","9","4","2","1"
"news where they at doe","888","$80.00","88.00","9","2","4","3","8","6","5","7","6","4","11","2"
"news where is santa","888","$80.00","88.00","8","7","5","11","11","6","1","5","3","4","8","10"
"news where i live","888","$80.00","88.00","11","7","3","5","2","5","8","8","4","4","2","11"
"news where is gabby","888","$80.00","88.00","2","2","1","4","4","3","4","3","11","11","3","3"
"news which noun","888","$80.00","88.00","7","7","11","6","2","1","11","5","5","2","11","4"
"news which affect the stock market","888","$80.00","88.00","3","11","6","1","3","11","2","9","7","5","2","9"
"news which tier","888","$80.00","88.00","6","6","9","9","3","9","10","5","7","1","3","9"
"news which.co.uk","888","$80.00","88.00","6","5","8","1","8","1","4","10","1","10","11","7"
"which news sources are reliable","888","$80.00","88.00","7","3","2","1","7","6","1","10","10","1","3","2"
"which news channels are unbiased","888","$80.00","88.00","8","1","9","4","8","8","7","8","4","1","6","11"
"which news channel is best for stock market","888","$80.00","88.00","6","1","1","5","3","4","8","6","4","2","6","4"
"which news sources are objective","888","$80.00","88.00","9","10","5","5","7","2","4","4","10","8","2","8"
"news wholesome","888","$80.00","88.00","4","4","4","10","1","4","9","10","4","6","3","8"
"news who covid","888","$80.00","88.00","6","5","6","6","3","8","1","4","11","9","7","9"
"news whoopi goldberg","888","$80.00","88.00","4","1","4","6","4","7","9","7","10","2","8","4"
"news who is president","888","$80.00","88.00","3","11","5","10","2","11","2","6","6","9","1","2"
"news who deutsch","888","$80.00","88.00","8","2","4","3","4","11","11","8","7","4","9","5"
"news who covid 19","888","$80.00","88.00","6","8","8","6","7","5","6","9","5","4","1","11"
"news who coronavirus","888","$80.00","88.00","4","11","5","5","6","3","5","7","10","10","3","11"
"news who vaccine","888","$80.00","88.00","4","7","10","3","4","11","6","10","4","4","6","6"
"whose news","888","$80.00","88.00","8","5","7","10","3","6","4","3","11","11","11","6"
"whose news was written by","888","$80.00","88.00","10","11","7","9","8","2","6","6","9","8","10","1"
"whas news app","888","$80.00","88.00","4","2","2","11","2","11","4","4","4","1","4","3"
"news anchor whose husband died","888","$80.00","88.00","7","4","10","11","7","10","1","5","10","4","9","5"
"fox news whos winning","888","$80.00","88.00","7","6","10","6","6","2","8","2","5","3","10","3"
"whos leaving fox news","888","$80.00","88.00","2","8","10","10","6","7","2","2","5","5","3","9"
"news why is russia invading ukraine","888","$80.00","88.00","3","10","4","7","5","6","3","9","3","10","11","11"
"news whyalla","888","$80.00","88.00","1","3","4","8","6","5","8","3","10","5","8","5"
"news why it matters","888","$80.00","88.00","4","1","2","10","7","1","7","7","9","9","8","8"
"news why is russia attacking ukraine","888","$80.00","88.00","1","5","9","10","2","5","2","9","11","9","1","5"
"news whyy","888","$80.00","88.00","1","8","6","11","5","6","9","11","2","8","9","10"
"news why is putin attacking ukraine","888","$80.00","88.00","4","6","11","11","6","6","5","7","11","2","9","11"
"news why are flags at half mast","888","$80.00","88.00","9","10","1","2","9","6","2","9","7","11","1","7"
"news why whatsapp is not working","888","$80.00","88.00","8","10","6","6","9","3","11","1","6","1","6","3"
"news will smith","888","$80.00","88.00","10","8","8","3","7","8","9","11","6","6","2","11"
"news willie nelson","888","$80.00","88.00","8","5","9","9","3","2","3","1","9","10","11","7"
"news will smith oscars 2022","888","$80.00","88.00","2","5","10","6","4","1","5","7","4","7","11","6"
"news william tyrrell","888","$80.00","88.00","8","4","10","1","7","5","9","2","1","6","9","7"
"news william and kate","888","$80.00","88.00","5","8","2","7","6","10","7","9","5","3","11","10"
"news williamsburg va","888","$80.00","88.00","9","1","10","8","9","7","6","6","11","9","6","10"
"news william","888","$80.00","88.00","11","11","9","5","8","11","1","9","9","11","6","2"
"news william shatner","888","$80.00","88.00","1","8","6","2","3","1","8","1","9","9","10","2"
