"Keyword","Monthly Volume","Adwords CPC","Adwords Comp","Volume Jan","Volume Feb","Volume Mar","Volume Apr","Volume May","Volume Jun","Volume Jul","Volume Aug","Volume Sep","Volume Oct","Volume Nov","Volume Dec"
"shopping area lisbon","888","$80.00","88.00","6","9","1","9","6","7","11","10","5","6","9","11"
"shopping arena st. gallen parkhaus","888","$80.00","88.00","9","10","5","6","10","4","2","5","5","8","11","3"
"shopping area milan","888","$80.00","88.00","6","7","5","8","3","4","2","6","8","9","2","11"
"shopping around meaning","888","$80.00","88.00","1","7","4","1","1","7","9","5","10","3","11","9"
"shopping around definition","888","$80.00","88.00","6","1","3","3","7","4","5","2","8","8","4","1"
"shopping around elvis chords","888","$80.00","88.00","7","10","4","8","8","3","2","10","4","6","8","8"
"shopping around means","888","$80.00","88.00","8","3","1","6","9","3","9","11","11","1","1","7"
"shopping around vocabulary","888","$80.00","88.00","2","8","11","9","6","7","1","6","6","3","1","1"
"shopping around the world","888","$80.00","88.00","8","10","4","11","7","2","8","9","3","8","7","9"
"shopping around synonym","888","$80.00","88.00","6","7","5","5","7","2","3","6","4","4","4","10"
"shopping as a hobby","888","$80.00","88.00","9","1","1","3","7","6","9","10","8","6","1","7"
"shopping assistant","888","$80.00","88.00","9","1","2","11","1","1","4","5","6","6","8","8"
"shopping ase","888","$80.00","88.00","4","4","6","9","10","1","1","3","1","6","2","3"
"shopping assistance","888","$80.00","88.00","3","6","3","6","3","1","2","8","11","7","10","10"
"shopping as a leisure activity","888","$80.00","88.00","11","5","6","2","3","9","5","2","6","5","10","7"
"shopping astana","888","$80.00","88.00","6","5","10","6","6","4","1","2","2","3","9","6"
"shopping assistant app","888","$80.00","88.00","5","1","1","6","2","3","4","7","7","10","11","11"
"shopping as a therapy","888","$80.00","88.00","5","11","1","2","10","4","7","9","5","10","8","9"
"shopping at the supermarket","888","$80.00","88.00","8","1","8","9","1","2","11","1","8","1","8","10"
"shopping at the mall","888","$80.00","88.00","4","2","8","11","2","6","10","11","5","8","8","3"
"shopping athens","888","$80.00","88.00","11","8","10","6","6","7","10","4","2","2","4","8"
"shopping at harrods","888","$80.00","88.00","2","6","1","5","10","1","8","6","10","4","2","8"
"shopping at home","888","$80.00","88.00","5","3","1","3","10","8","4","11","2","7","10","7"
"shopping at the market","888","$80.00","88.00","8","6","4","4","2","2","1","6","7","5","2","3"
"shopping before and after covid","888","$80.00","88.00","4","8","1","11","9","11","5","3","6","5","3","2"
"shopping before lockdown","888","$80.00","88.00","10","3","6","7","4","9","10","9","3","3","11","4"
"shopping before and now","888","$80.00","88.00","2","6","9","3","11","5","9","4","10","10","9","4"
"shopping before covid 19","888","$80.00","88.00","4","1","5","6","2","9","6","10","11","4","2","6"
"shopping before christmas","888","$80.00","88.00","3","9","6","8","1","11","11","8","4","8","10","6"
"shopping before marriage","888","$80.00","88.00","7","1","4","3","9","11","7","5","5","6","4","8"
"shopping before the internet","888","$80.00","88.00","1","3","11","2","4","1","11","7","9","1","2","8"
"shopping before baby arrives","888","$80.00","88.00","8","6","3","5","4","9","10","10","8","4","9","10"
"shopping best app","888","$80.00","88.00","10","7","1","3","1","9","11","2","8","4","10","2"
"shopping best buy","888","$80.00","88.00","4","11","10","10","1","6","6","7","8","8","7","4"
"shopping best site","888","$80.00","88.00","6","5","9","7","4","9","9","11","8","10","5","5"
"shopping best websites","888","$80.00","88.00","3","3","5","4","2","3","11","8","7","3","10","8"
"shopping best buy online","888","$80.00","88.00","10","5","1","8","2","2","4","3","11","3","3","2"
"shopping best seller","888","$80.00","88.00","6","6","5","11","9","1","7","5","3","2","10","10"
"shopping best deals","888","$80.00","88.00","2","6","11","7","3","1","6","7","4","2","7","5"
"shopping best price","888","$80.00","88.00","11","4","3","3","9","10","4","2","10","2","10","9"
"shopping between tiers","888","$80.00","88.00","1","11","6","10","2","8","6","6","6","2","10","1"
"shopping between madison and milwaukee","888","$80.00","88.00","11","11","1","3","6","6","3","5","7","2","3","6"
"shopping between lexington and cincinnati","888","$80.00","88.00","6","1","7","9","7","4","1","4","3","2","11","4"
"shopping between mall","888","$80.00","88.00","10","7","10","6","8","8","7","5","9","10","4","4"
"difference between shopping complex and mall","888","$80.00","88.00","9","7","6","11","4","11","11","4","5","9","10","6"
"difference between shopping mall and market","888","$80.00","88.00","7","6","9","4","2","7","10","3","4","7","11","3"
"difference between shopping and marketing","888","$80.00","88.00","8","5","5","2","4","3","10","11","9","2","7","10"
"difference between shopping goods and speciality goods","888","$80.00","88.00","11","5","8","6","6","5","9","1","8","9","5","8"
"shopping buying","888","$80.00","88.00","4","8","3","9","4","9","9","7","6","8","6","2"
"shopping buying disposing","888","$80.00","88.00","6","5","1","7","2","2","5","2","3","4","3","7"
"shopping buyer","888","$80.00","88.00","1","2","1","10","9","10","5","5","2","7","10","8"
"shopping buy grocery","888","$80.00","88.00","4","7","1","7","11","9","6","9","11","4","1","11"
"shopping buy bags","888","$80.00","88.00","10","2","2","10","10","9","9","3","2","6","7","9"
"shopping buy food","888","$80.00","88.00","6","9","11","4","9","2","5","10","1","9","2","9"
"shopping buy now pay later","888","$80.00","88.00","11","8","6","8","1","1","10","8","10","9","2","11"
"shopping buying evaluating and disposing","888","$80.00","88.00","4","7","2","10","11","7","7","10","4","5","4","3"
"shopping by photo","888","$80.00","88.00","10","8","8","4","2","2","4","9","6","1","9","1"
"shopping by colors","888","$80.00","88.00","8","7","3","1","4","4","5","11","1","10","7","9"
"shopping by the woods on a snowy evening","888","$80.00","88.00","2","1","2","7","1","7","3","5","6","3","5","2"
"shopping by style","888","$80.00","88.00","9","7","6","8","9","11","10","5","4","4","1","6"
"shopping by image search","888","$80.00","88.00","7","11","5","1","5","10","1","10","8","6","7","11"
"shopping by post","888","$80.00","88.00","6","5","4","2","6","5","6","2","4","4","3","3"
"shopping by me","888","$80.00","88.00","4","11","2","11","1","5","10","2","4","8","10","4"
"shopping by best seller","888","$80.00","88.00","8","6","11","6","4","10","1","3","5","5","2","1"
"shopping canada","888","$80.00","88.00","8","5","5","7","3","5","2","7","3","2","3","10"
"shopping can be a form of relaxation","888","$80.00","88.00","2","1","10","2","11","2","9","4","2","1","5","11"
"shopping canada online","888","$80.00","88.00","4","10","11","8","2","11","9","3","11","11","4","5"
"shopping cantanhede","888","$80.00","88.00","8","4","4","9","3","9","6","4","2","7","11","1"
"shopping canary wharf","888","$80.00","88.00","10","6","4","4","6","8","3","9","6","8","8","8"
"shopping cantareira","888","$80.00","88.00","8","1","10","10","6","4","4","10","11","10","4","2"
"shopping cancun","888","$80.00","88.00","11","11","4","2","5","6","2","9","6","10","5","6"
"shopping canada clothes","888","$80.00","88.00","2","7","2","2","7","10","3","9","5","4","4","9"
"shopping cheap clothes","888","$80.00","88.00","10","10","9","11","5","4","6","5","10","11","8","2"
"shopping cheap online","888","$80.00","88.00","7","10","10","4","3","7","11","6","10","4","5","9"
"shopping cheap websites","888","$80.00","88.00","5","4","6","10","8","9","5","8","1","8","10","9"
"shopping cheap near me","888","$80.00","88.00","3","9","7","7","3","8","5","1","10","4","11","2"
"shopping cheap clothes online","888","$80.00","88.00","10","9","2","1","5","5","8","4","3","8","7","2"
"shopping cheap in dubai","888","$80.00","88.00","1","10","5","7","2","10","8","4","9","1","3","4"
"shopping cheap in new york","888","$80.00","88.00","7","10","4","8","3","1","9","10","10","4","7","11"
"shopping cheap in paris","888","$80.00","88.00","8","4","10","6","2","11","6","3","4","11","4","4"
"shopping didsbury","888","$80.00","88.00","9","3","9","3","1","9","7","10","9","4","11","3"
"shopping didcot","888","$80.00","88.00","7","2","10","5","8","2","8","1","3","1","7","5"
"shopping didi games","888","$80.00","88.00","11","10","1","6","5","7","1","8","5","6","8","6"
"shopping didim","888","$80.00","88.00","6","10","3","8","8","11","3","7","6","8","1","11"
"shopping didema","888","$80.00","88.00","3","11","4","11","2","11","5","5","1","1","11","1"
"shopping didim turkey","888","$80.00","88.00","6","5","1","4","8","11","10","11","8","11","3","10"
"didim shopping centre","888","$80.00","88.00","1","9","3","7","5","6","5","1","9","6","6","10"
"didar shopping center","888","$80.00","88.00","10","6","9","5","6","3","8","6","2","9","8","4"
"shopping dortmund","888","$80.00","88.00","5","11","1","11","4","3","2","6","5","6","8","11"
"shopping doha","888","$80.00","88.00","2","4","7","9","3","10","4","11","7","3","4","1"
"shopping do or go","888","$80.00","88.00","4","11","4","3","10","4","5","8","11","11","3","9"
"shopping down","888","$80.00","88.00","1","6","2","11","8","2","4","8","4","2","11","7"
"shopping do vale do aco","888","$80.00","88.00","5","10","5","1","1","10","3","11","7","11","1","10"
"shopping done meaning","888","$80.00","88.00","5","6","7","2","4","5","1","1","9","8","4","8"
"shopping doesnt make you happy","888","$80.00","88.00","11","1","11","10","6","5","1","6","3","7","10","10"
"shopping does it mean","888","$80.00","88.00","3","9","5","7","4","11","9","3","10","4","9","6"
"does shopping make you happy","888","$80.00","88.00","8","1","2","6","10","4","9","10","5","5","9","6"
"does shopping count as exercise","888","$80.00","88.00","5","11","1","1","3","1","9","2","4","11","2","7"
"does shopping release endorphins","888","$80.00","88.00","3","2","4","3","8","10","4","6","6","3","1","1"
"does shopping relieve stress","888","$80.00","88.00","2","6","8","6","11","4","1","11","9","1","4","2"
"does shopping","888","$80.00","88.00","7","7","2","9","5","11","3","8","2","1","4","5"
"why does shopping feel so good","888","$80.00","88.00","5","11","8","1","9","3","8","10","7","7","3","7"
"shopping during self isolation","888","$80.00","88.00","1","7","11","1","9","3","6","7","4","9","5","8"
"shopping during pandemic","888","$80.00","88.00","6","10","2","9","2","1","6","9","7","3","5","8"
"shopping during covid 19","888","$80.00","88.00","4","4","5","6","6","8","2","2","3","6","3","9"
"shopping during covid","888","$80.00","88.00","3","3","10","6","5","11","8","4","11","10","8","4"
"shopping during coronavirus","888","$80.00","88.00","10","1","8","3","5","6","3","5","10","7","10","4"
"shopping during isolation","888","$80.00","88.00","5","2","5","7","6","2","11","3","3","11","2","7"
"shopping during level 5","888","$80.00","88.00","6","7","4","9","3","2","9","8","10","1","9","6"
"shopping during lunch","888","$80.00","88.00","1","7","5","9","6","5","8","8","8","5","10","10"
"shopping fast delivery","888","$80.00","88.00","3","11","5","4","5","4","11","5","3","2","1","5"
"shopping fast fashion","888","$80.00","88.00","6","7","8","4","5","11","8","8","1","8","8","5"
"shopping fast delivery app","888","$80.00","88.00","8","1","2","11","5","1","3","4","6","6","1","2"
"shopping fast and easy","888","$80.00","88.00","5","11","6","3","1","8","7","4","9","9","4","11"
"shopping fastweb","888","$80.00","88.00","10","6","1","9","11","6","9","1","6","10","3","7"
"shopping fasten","888","$80.00","88.00","3","7","10","4","8","2","5","5","5","1","3","5"
"shopping fast shipping","888","$80.00","88.00","7","6","3","4","4","8","4","7","3","5","1","10"
"shopping fast gif","888","$80.00","88.00","1","4","5","4","8","11","5","1","8","3","9","2"
"shopping for clothes topic","888","$80.00","88.00","4","9","4","4","7","7","11","5","6","9","8","6"
"shopping for a present","888","$80.00","88.00","1","9","1","11","2","6","9","7","9","8","3","10"
"shopping from usa","888","$80.00","88.00","5","5","3","10","1","2","5","1","6","11","9","5"
"shopping from italy","888","$80.00","88.00","2","3","9","1","6","5","3","7","7","3","11","2"
"shopping from amazon","888","$80.00","88.00","4","10","8","6","6","11","3","9","5","1","8","8"
"shopping from china to usa","888","$80.00","88.00","3","2","6","9","10","7","5","9","9","8","6","6"
"shopping from china online","888","$80.00","88.00","4","6","6","8","2","9","5","1","8","4","3","5"
"shopping from china","888","$80.00","88.00","1","3","3","5","4","3","9","1","4","8","1","8"
"shopping from turkey","888","$80.00","88.00","9","10","7","3","5","2","8","10","5","8","3","9"
"shopping from korea online","888","$80.00","88.00","5","6","4","6","5","3","4","4","5","1","7","5"
"shopping show marquette","888","$80.00","88.00","5","10","6","9","3","11","11","2","3","5","5","10"
"shopping show eureka","888","$80.00","88.00","8","5","4","9","5","10","5","4","2","5","7","10"
"shopping show escanaba","888","$80.00","88.00","7","8","2","5","9","2","3","8","5","8","4","8"
"shopping show wpko","888","$80.00","88.00","10","3","3","1","8","7","5","11","6","4","8","6"
"shopping show low az","888","$80.00","88.00","8","4","1","9","6","4","7","3","11","6","6","4"
"shopping show iron mountain mi","888","$80.00","88.00","6","4","4","1","8","10","8","9","5","9","5","7"
"shopping show springfield missouri","888","$80.00","88.00","11","4","2","5","2","11","11","3","10","2","7","5"
"shopping in my life","888","$80.00","88.00","9","9","1","5","2","8","2","7","6","8","4","9"
"shopping in the uk","888","$80.00","88.00","8","8","2","7","5","2","8","1","3","2","5","2"
"shopping in a shop or store","888","$80.00","88.00","7","7","6","2","11","11","5","2","5","5","7","6"
"shopping in tokyo","888","$80.00","88.00","9","2","6","4","4","7","4","5","7","7","11","6"
"shopping into syllable","888","$80.00","88.00","3","4","9","7","9","9","6","8","8","8","2","3"
"shopping in urdu","888","$80.00","88.00","4","10","10","9","1","10","8","2","1","11","8","4"
"shopping in auckland","888","$80.00","88.00","3","6","11","11","2","4","4","2","1","2","2","11"
"shopping into meaning","888","$80.00","88.00","11","3","6","5","7","9","1","8","9","1","3","3"
"intouch shopping fever","888","$80.00","88.00","2","5","3","4","6","9","9","2","3","10","7","11"
"intu shopping centre","888","$80.00","88.00","8","8","3","8","5","2","5","9","1","10","8","2"
"intu watford shopping centre","888","$80.00","88.00","9","4","4","1","4","7","1","11","4","9","2","9"
"shopping is interesting and enjoyable","888","$80.00","88.00","8","1","11","8","3","4","4","3","7","8","8","6"
"shopping is great part 1","888","$80.00","88.00","3","1","3","10","2","11","6","8","5","1","6","5"
"shopping is great part 2","888","$80.00","88.00","2","9","3","2","1","2","8","2","11","8","2","8"
"shopping is great","888","$80.00","88.00","2","4","8","4","3","8","10","1","11","4","3","8"
"shopping is my hobby","888","$80.00","88.00","6","11","8","11","7","8","10","11","7","9","11","1"
"shopping like shein","888","$80.00","88.00","7","10","1","10","6","7","11","4","8","10","10","6"
"shopping like really","888","$80.00","88.00","9","7","3","10","9","1","8","7","6","3","2","5"
"shopping likes earning app","888","$80.00","88.00","5","8","10","1","10","6","2","6","2","4","2","7"
"shopping likes login","888","$80.00","88.00","7","10","1","2","4","6","8","3","4","6","8","11"
"shopping like wish","888","$80.00","88.00","3","3","7","4","7","4","10","11","8","5","2","10"
"shopping likesin.net","888","$80.00","88.00","11","6","8","2","4","1","7","6","2","3","9","2"
"shopping like amazon","888","$80.00","88.00","9","2","5","4","11","4","8","11","2","1","1","10"
"shopping like fingerhut","888","$80.00","88.00","3","5","2","5","8","9","2","11","6","3","7","4"
"shopping near wellingborough","888","$80.00","88.00","11","4","6","10","5","10","7","8","4","6","4","6"
"shopping near chichester","888","$80.00","88.00","9","10","9","10","2","5","9","6","11","3","7","7"
"shopping near adeje","888","$80.00","88.00","8","2","5","11","2","5","6","7","9","11","2","1"
"shopping near cavan","888","$80.00","88.00","6","11","11","1","5","4","4","2","3","8","2","10"
"shopping nearby my location","888","$80.00","88.00","9","4","3","8","2","11","2","6","6","1","4","10"
"shopping near stafford","888","$80.00","88.00","9","1","8","10","3","5","2","10","5","8","4","8"
"shopping near berlin","888","$80.00","88.00","11","5","9","10","11","6","9","3","3","9","2","5"
"shopping offers","888","$80.00","88.00","5","3","9","6","1","5","8","6","4","8","4","1"
"shopping of the future","888","$80.00","88.00","9","2","5","2","6","6","4","11","1","4","9","10"
"shopping offering","888","$80.00","88.00","2","3","8","1","2","4","3","3","7","4","2","10"
"shopping official","888","$80.00","88.00","2","7","9","7","5","4","3","9","5","1","4","8"
"shopping offline","888","$80.00","88.00","6","11","9","6","10","11","1","3","11","11","7","10"
"shopping offenburg","888","$80.00","88.00","9","4","8","1","1","11","4","1","7","10","9","6"
"shopping online advantages","888","$80.00","88.00","10","2","8","4","10","3","6","3","9","8","2","9"
"shopping of clothes","888","$80.00","88.00","11","5","6","3","3","4","2","11","5","9","7","10"
"shopping online is better than offline","888","$80.00","88.00","10","7","3","8","10","5","4","3","3","8","11","6"
"shopping or the shopping","888","$80.00","88.00","10","1","4","9","3","1","8","5","1","8","2","1"
"shopping orientation","888","$80.00","88.00","9","1","4","5","1","11","9","3","3","1","7","9"
"shopping oregon","888","$80.00","88.00","6","4","8","5","10","2","11","10","9","5","6","10"
"shopping original","888","$80.00","88.00","6","1","1","10","2","4","7","3","1","4","7","11"
"shopping or shoping","888","$80.00","88.00","11","6","1","6","8","9","7","11","3","1","11","9"
"shopping oriental","888","$80.00","88.00","10","6","1","1","1","4","2","7","5","4","2","3"
"shopping oriente sjc cinema","888","$80.00","88.00","3","5","7","10","8","2","8","7","11","5","7","10"
"shopping orlando","888","$80.00","88.00","7","11","10","7","7","7","6","2","6","9","1","1"
"shopping outlet near me","888","$80.00","88.00","7","8","11","9","4","11","10","2","1","7","5","10"
"shopping outlet in barcelona","888","$80.00","88.00","5","7","3","5","1","4","9","4","2","11","2","9"
"shopping outlet budapest","888","$80.00","88.00","1","4","10","6","11","4","6","8","9","10","4","5"
"shopping outlets in jacksonville","888","$80.00","88.00","3","1","9","7","8","7","7","6","10","3","10","10"
"shopping outlet italy","888","$80.00","88.00","4","3","4","4","2","8","6","4","7","5","1","2"
"shopping outlet palma de mallorca","888","$80.00","88.00","2","8","7","11","1","3","1","9","2","11","8","10"
"shopping overland park","888","$80.00","88.00","5","2","8","1","4","6","1","5","2","5","11","9"
"shopping overseas","888","$80.00","88.00","10","3","9","10","7","3","1","7","8","3","6","8"
"shopping over the internet is called","888","$80.00","88.00","9","9","10","1","9","3","2","11","5","11","2","1"
"shopping over the rhine","888","$80.00","88.00","8","8","3","9","7","9","2","10","5","4","10","4"
"shopping overland park ks","888","$80.00","88.00","6","5","4","6","10","3","11","6","10","11","5","8"
"shopping over the border","888","$80.00","88.00","2","1","7","9","8","9","11","2","5","9","3","4"
"shopping overland park kansas","888","$80.00","88.00","5","1","6","1","6","4","10","2","7","3","3","11"
"shopping over 60","888","$80.00","88.00","2","11","6","1","1","6","8","8","1","1","5","9"
"shopping price prediction","888","$80.00","88.00","4","1","7","6","6","2","1","9","8","8","2","5"
"shopping prices in istanbul","888","$80.00","88.00","8","10","11","8","8","6","5","3","11","8","8","5"
"shopping price comparison app","888","$80.00","88.00","6","3","5","9","8","11","7","3","6","6","8","1"
"shopping price tracker","888","$80.00","88.00","8","4","10","2","9","3","9","6","10","11","7","7"
"shopping price calculator","888","$80.00","88.00","3","4","7","11","11","7","8","11","7","6","8","4"
"shopping prices in dubai","888","$80.00","88.00","6","9","4","11","10","9","7","6","11","7","1","2"
"shopping price coin","888","$80.00","88.00","7","7","6","7","1","6","4","3","10","1","4","4"
"shopping prices compare","888","$80.00","88.00","5","6","11","8","5","8","3","6","5","5","3","9"
"shopping reviews","888","$80.00","88.00","11","8","1","5","7","11","6","2","2","11","10","1"
"shopping reviews for wish","888","$80.00","88.00","2","2","7","7","6","4","1","3","1","1","3","7"
"shopping review and quiz","888","$80.00","88.00","9","10","8","3","9","8","6","7","5","3","9","8"
"review shopping king louie","888","$80.00","88.00","3","3","5","9","9","4","5","5","7","4","10","9"
"review shopping online","888","$80.00","88.00","2","3","8","11","6","9","3","7","7","10","1","4"
"review shopping centre","888","$80.00","88.00","6","5","3","10","7","4","4","5","3","11","6","8"
"review shopping mall","888","$80.00","88.00","3","3","9","9","8","3","9","7","1","3","5","3"
"review shopping on wish","888","$80.00","88.00","5","10","4","2","4","7","3","3","2","9","4","8"
"shopping shoulder bag","888","$80.00","88.00","2","8","9","10","3","1","10","4","2","7","10","8"
"shopping should let you earn","888","$80.00","88.00","4","3","9","10","5","6","2","1","6","8","1","7"
"shopping shoulders","888","$80.00","88.00","1","10","7","11","3","7","2","6","7","11","5","3"
"shopping shoulder tote","888","$80.00","88.00","3","10","2","6","3","3","3","2","3","7","9","11"
"shopping shoulder tote bag","888","$80.00","88.00","2","9","4","10","10","11","5","2","3","7","7","4"
"shopping shoulder necklace","888","$80.00","88.00","3","8","5","2","5","3","3","9","5","9","4","5"
"shopping shoulder cover","888","$80.00","88.00","8","2","10","5","3","11","3","7","5","8","10","11"
"should shopping malls be eliminated","888","$80.00","88.00","4","2","4","7","9","3","7","10","10","5","8","1"
"shopping through chase","888","$80.00","88.00","4","6","6","8","3","7","8","10","10","2","9","11"
"shopping through internet","888","$80.00","88.00","3","11","4","6","8","11","11","11","7","9","10","4"
"shopping through social media","888","$80.00","88.00","6","8","2","8","7","3","2","9","1","9","10","4"
"shopping through instagram","888","$80.00","88.00","5","7","10","8","8","8","5","11","11","1","8","11"
"shopping through bajaj emi card","888","$80.00","88.00","10","6","7","11","3","5","3","7","9","8","11","6"
"shopping through amazon","888","$80.00","88.00","11","4","5","3","9","8","11","11","11","7","2","7"
"shopping through capital one","888","$80.00","88.00","11","10","4","1","4","5","7","7","4","2","7","1"
"shopping through the ages","888","$80.00","88.00","11","5","5","1","5","2","1","1","9","8","4","10"
"shopping topic in english","888","$80.00","88.00","1","4","3","1","8","2","5","10","3","11","9","10"
"shopping topic intermediate","888","$80.00","88.00","3","3","4","6","10","2","6","3","1","9","2","9"
"shopping topic 7 class","888","$80.00","88.00","9","11","8","4","11","1","4","6","9","2","9","7"
"shopping topic questions","888","$80.00","88.00","9","10","3","3","11","4","10","2","6","1","4","11"
"shopping tour","888","$80.00","88.00","10","4","11","2","11","10","11","2","3","3","4","1"
"shopping topic 4","888","$80.00","88.00","6","11","2","9","1","4","11","1","7","2","9","7"
"shopping topic ielts speaking","888","$80.00","88.00","4","11","2","2","5","9","8","4","9","8","5","2"
"shopping under 100","888","$80.00","88.00","11","8","8","8","10","4","7","2","3","3","6","4"
"shopping under 50","888","$80.00","88.00","7","4","2","2","4","11","4","4","8","3","6","5"
"shopping under budget sql","888","$80.00","88.00","1","2","11","8","8","9","4","9","11","11","8","4"
"shopping underwear","888","$80.00","88.00","2","5","5","7","5","8","2","10","9","10","7","3"
"shopping under 200","888","$80.00","88.00","7","8","4","8","11","11","11","11","6","10","7","3"
"shopping under budget sql hackerrank solution","888","$80.00","88.00","8","7","1","8","11","5","8","9","2","8","7","11"
"shopping under 99","888","$80.00","88.00","7","9","6","6","10","11","8","9","3","2","9","1"
"shopping under 10","888","$80.00","88.00","6","3","8","8","1","6","1","4","8","1","3","11"
"online shopping versus brick and mortar","888","$80.00","88.00","5","10","2","5","1","3","2","1","9","10","6","1"
"online shopping versus reality","888","$80.00","88.00","9","3","10","1","7","3","10","5","8","8","2","2"
"shopping versus buying","888","$80.00","88.00","6","8","5","6","3","3","4","3","7","8","4","4"
"internet shopping versus stationrer handel","888","$80.00","88.00","7","1","4","9","4","3","11","1","6","4","9","3"
"online shopping vs retail","888","$80.00","88.00","4","9","11","1","6","3","8","4","2","3","5","4"
"shopping center vs mall","888","$80.00","88.00","5","8","5","9","6","4","3","1","10","5","7","5"
"shopping agreement vs option","888","$80.00","88.00","11","2","7","9","10","8","10","11","5","1","1","3"
"shopping cart vs buggy","888","$80.00","88.00","5","8","3","9","10","2","7","2","7","10","5","6"
"shopping vs online shopping","888","$80.00","88.00","1","6","9","1","8","1","5","11","9","2","2","1"
"shopping vs online shopping topic","888","$80.00","88.00","2","8","6","11","5","2","4","10","1","5","8","4"
"shopping vs online shopping essay","888","$80.00","88.00","1","9","3","9","8","7","11","5","5","9","3","5"
"shopping vs buying","888","$80.00","88.00","4","4","7","3","10","3","9","3","1","9","7","3"
"shopping vs specialty products","888","$80.00","88.00","5","4","4","11","4","2","7","9","5","10","11","7"
"shopping vs shopping","888","$80.00","88.00","8","2","4","5","10","1","8","11","1","8","7","5"
"shopping vs marketing","888","$80.00","88.00","5","5","4","4","6","10","8","9","11","6","8","5"
"shopping vs mall","888","$80.00","88.00","4","5","4","4","5","9","11","6","10","4","7","9"
"shopping washington","888","$80.00","88.00","4","5","1","4","11","10","8","7","11","11","9","2"
"shopping washington dc","888","$80.00","88.00","3","3","8","9","3","7","9","2","1","3","11","7"
"shopping was a routine domestic task","888","$80.00","88.00","2","5","2","6","2","9","7","9","8","3","8","3"
"shopping washing machine","888","$80.00","88.00","5","4","8","6","1","6","7","9","11","2","7","6"
"shopping washington il","888","$80.00","88.00","10","7","1","7","2","2","8","2","6","2","9","11"
"shopping wash","888","$80.00","88.00","5","7","11","6","5","8","6","9","7","5","4","11"
"shopping was okay","888","$80.00","88.00","11","8","10","1","3","5","2","10","8","3","3","5"
"shopping was hit","888","$80.00","88.00","3","6","5","5","8","6","3","2","1","6","11","6"
"shopping what is it","888","$80.00","88.00","2","8","7","11","8","5","2","5","5","3","2","8"
"shopping whatsapp group","888","$80.00","88.00","2","4","1","7","10","10","6","10","11","6","1","10"
"shopping whatsapp","888","$80.00","88.00","6","9","11","1","9","2","10","4","1","8","3","2"
"shopping what grocery","888","$80.00","88.00","6","10","6","10","9","2","8","2","4","7","9","7"
"shopping what in spanish","888","$80.00","88.00","8","5","3","7","6","8","8","4","1","9","6","9"
"shopping whats open","888","$80.00","88.00","6","10","8","5","3","4","7","10","11","1","6","3"
"shopping what is meaning","888","$80.00","88.00","2","2","4","2","10","3","10","5","8","3","3","5"
"shopping what means","888","$80.00","88.00","10","8","9","4","7","1","7","5","9","7","9","9"
"shopping when depressed","888","$80.00","88.00","3","11","7","9","11","8","8","4","11","1","8","5"
"shopping when sad","888","$80.00","88.00","3","10","7","4","3","5","5","3","1","11","3","10"
"shopping when stressed","888","$80.00","88.00","6","4","10","7","4","5","8","8","10","8","1","6"
"shopping when bored","888","$80.00","88.00","5","9","1","4","3","2","2","4","4","2","10","5"
"shopping when isolating","888","$80.00","88.00","8","8","1","4","2","3","1","8","4","3","8","9"
"shopping when youre sad","888","$80.00","88.00","3","6","1","3","2","3","10","7","11","1","5","10"
"shopping when hungry","888","$80.00","88.00","6","10","11","4","1","5","4","8","11","4","11","9"
"shopping when anxious","888","$80.00","88.00","1","7","7","11","1","6","8","2","6","10","7","1"
"shopping where i am","888","$80.00","88.00","11","6","6","6","2","11","6","8","10","1","2","9"
"where shopping is a pleasure slogan","888","$80.00","88.00","7","9","8","9","10","11","2","2","5","9","4","8"
"where shopping in new york","888","$80.00","88.00","6","2","7","9","11","2","10","3","10","2","2","7"
"where shopping in rome","888","$80.00","88.00","9","10","2","1","7","3","9","3","10","7","4","1"
"wheres shopping centre","888","$80.00","88.00","6","7","10","9","7","5","9","6","2","9","3","10"
"where shopping online","888","$80.00","88.00","2","1","5","1","3","4","6","7","11","2","4","8"
"where shopping is a pleasure publix","888","$80.00","88.00","6","5","7","11","10","11","11","4","9","5","1","1"
"where shopping pleasure","888","$80.00","88.00","9","2","10","7","4","6","7","5","3","4","8","7"
"shopping which country","888","$80.00","88.00","2","5","6","3","5","5","9","6","5","4","6","4"
"shopping which mall","888","$80.00","88.00","4","7","2","1","5","4","5","6","11","2","2","10"
"which shopping app is best","888","$80.00","88.00","5","1","11","8","10","4","2","6","4","4","11","11"
"which shopping mall is open today","888","$80.00","88.00","1","8","8","10","11","5","8","5","3","5","9","1"
"which shopping site is best for clothes","888","$80.00","88.00","1","6","10","8","1","2","11","10","7","9","3","9"
"which shopping app is best for clothes","888","$80.00","88.00","11","4","2","7","9","7","2","8","3","1","4","11"
"which shopping malls are open","888","$80.00","88.00","9","6","7","6","1","4","7","5","1","7","1","4"
"which shopping centres are open","888","$80.00","88.00","10","8","11","5","11","4","7","1","6","1","6","11"
"shopping wholesale","888","$80.00","88.00","11","5","8","10","11","7","9","11","7","10","3","9"
"shopping whopping","888","$80.00","88.00","11","4","3","3","8","8","7","6","7","8","3","3"
"shopping whole foods","888","$80.00","88.00","9","3","3","2","4","9","8","1","6","10","5","7"
"shopping wholesale market","888","$80.00","88.00","6","8","1","6","9","2","6","11","7","2","2","1"
